cgpa,iq,placement
7.72,89.2,1
7.22,96.5,0
7.01,117.7,1
5.6,102.9,0
8.64,92,1
6.5,107.3,1
7.53,83.5,0
5.55,110.2,0
6.81,106.1,0
7.29,95.4,1
7.33,87.4,0
7.15,86.7,1
7.49,108,1
5.87,118.4,0
7.2,90.4,0
7.11,106.9,1
7.23,68.7,0
7.07,91.2,0
5.73,99.5,1
5.68,86.4,1
4.79,86,0
7.82,90,1
7.83,104.4,1
7.84,97.2,0
7.31,66.4,1
4.87,68.2,0
5.97,90.9,1
7.17,106.9,0
7.14,60,0
6.78,92.5,1
7.37,92.1,0
7.01,120.8,0
7.12,94.2,0
6.36,105.7,0
7.98,102.1,1
6.57,68,1
5.67,111.5,1
6.23,103.2,0
6.65,107.6,1
7.99,145,1
6.96,68.7,1
6.81,125.9,1
5.75,95.7,0
7.79,104.3,1
6.35,99.3,1
6.9,93.6,0
8.48,91.5,1
7.51,104.9,0
5.37,77.2,0
5.23,111.3,1
6.94,93.8,1
5.79,83,0
7.65,93.2,1
7.04,118.9,1
7.17,92,0
6.29,105.4,1
8.74,89,1
9.84,111.4,1
6.72,110.3,1
7.35,127.7,1
7.1,97.4,1
6.74,110,0
6.17,101.5,0
5.92,119.4,1
5.86,89.2,0
7.41,111.2,1
6.48,97.1,1
4.42,99,0
7.44,101.4,0
6.96,103.8,0
8.35,98.3,1
7.37,103.2,0
5.52,123.7,0
4.77,114.8,1
6.28,113,0
6.37,93.2,0
7.94,86.7,1
6.99,114.3,1
8.13,113.1,1
5.68,122.1,1
7.97,90.9,1
7.72,96.6,1
4.98,75.4,0
8.32,94.1,1
7.09,114.9,1
7.39,93,0
6.14,109.6,1
8.28,97.1,0
5.81,104.9,0
7.83,82.8,1
7.82,101.3,0
6.03,60,0
8.98,97.2,1
7.23,75.5,1
7.65,118.1,1
5.47,111.7,1
9.12,107,1
5.78,122.8,0
8.02,85.8,0
6.01,126.2,1
6.38,114,0
7.79,96.5,1
8.03,117,1
5.73,83.4,0
8.09,87.6,0
8.04,90.9,1
6.06,92.1,0
8.6,84.2,1
5.54,118.3,0
6.38,96.1,0
7.48,105.3,0
6.15,91.4,0
7.26,72.7,0
7.24,104.1,1
6.81,71.3,1
7.83,99,1
6.77,79.5,1
7.23,129.8,1
8.15,113.7,1
7.79,101.6,1
7.79,119,1
5.85,87.3,0
7.52,108.2,1
6.12,103,0
5.72,104,0
6.93,119.1,1
6.1,111,0
7.79,104.3,1
7.81,75.2,0
5.1,85.6,0
6.17,98.2,0
5.54,101.4,0
6.54,83,1
7.46,136.2,1
6.76,122.7,1
6.41,109,1
8.3,101.1,0
4.7,96.8,0
8.24,85.7,1
6.46,101.2,0
6.92,103.9,0
6.47,81.4,0
8.54,105,1
5.77,97.7,0
7.01,71.4,1
7.53,87.1,0
5.39,93.8,0
6.08,128.3,1
6.85,108.3,1
6.11,80,0
6.18,107.3,1
6.65,76.8,1
7.65,116.2,1
6.66,92.9,1
8.08,98.6,1
6,119.9,1
5.75,80.7,0
8.93,79,1
6.34,91.2,0
5.69,115.6,0
5.26,77.2,0
8.08,60,1
6.66,93.2,1
6.75,108.3,0
6.84,118,0
8.01,93.1,1
6.82,93.8,1
9.34,117.3,1
7.13,72,1
8.06,94.2,0
7.81,102.9,1
6.96,106.7,1
6.41,92.4,0
7.33,100.5,0
7.51,62.7,0
6.43,90.1,0
7.17,106.8,0
8.24,85.3,0
9.07,100.9,1
7.85,106.7,1
8.86,94.9,1
6.37,102.6,0
7.7,85.6,1
8.34,96.9,1
6.1,109.2,0
6.51,102.4,0
8.74,91.2,1
6.02,103.4,1
5.66,110.7,0
8.53,69.3,1
8.2,117.4,1
7.43,95,0
6.95,106.4,0
6.56,118,1
7.28,79.4,0
8.58,89.4,0
7.24,95.7,1
9.17,88.2,1
6.1,126,0
6.98,87.1,1
6.63,91.7,1
5.91,103.1,0
6.85,82,0
7.42,94.1,0
7.52,104.8,1
9.17,95,0
7.46,98.6,0
8.15,92.1,1
7.07,77.3,1
8.68,104.8,1
9.4,126.3,1
7.53,100.3,1
6.01,103.4,1
6.45,110.4,1
7.28,81,1
7.46,125.5,1
7.7,103,1
7.46,124.5,1
7.01,89,0
6.36,127.3,1
7.4,111.6,1
8.85,108.3,1
8.02,103.5,1
7.53,96.3,1
8.03,118,1
6.63,102.1,1
6.49,70.5,0
6.25,83.2,0
6.87,97.2,1
6.58,104.6,1
8.21,99.2,1
6.52,118.3,0
6.2,70.7,0
8.94,102.2,1
6.55,72.7,0
7.15,111.4,1
7.45,98.6,1
5.86,106.3,0
8.24,87,0
7.64,119.2,1
8.56,115.6,1
6.32,108.8,1
7.1,98.1,0
7.04,108.7,1
7.26,89.4,1
5.55,112.8,0
7.11,124.7,1
5.57,116.1,1
7.36,89.1,0
4.87,105.4,0
5.15,80.6,0
7.82,108.6,1
6.45,106.8,1
6.01,72,0
8.27,82.6,1
7.33,95.8,1
7.87,95.5,1
6.83,81.9,0
9.68,105.8,1
6.4,103.8,1
8.74,97.1,1
6.94,88.7,0
5.35,115.7,0
7.48,124.8,1
7.31,92.7,1
5.95,90.8,0
6.08,107.4,0
6.98,94.6,0
7.35,97.9,1
4.53,111.1,0
8.05,71.4,0
6.51,119.8,1
5.67,101.1,0
7.94,93.8,1
6.98,98.7,1
8.22,99.4,1
7.44,74,0
7,122.4,1
6.85,100.6,1
7.48,106.6,1
6.59,114.3,1
6.15,84.7,0
7.61,107.1,1
6.86,96,0
7.03,112.7,1
8.09,68.1,0
6.89,98.5,0
7.02,91,1
6.4,106.5,1
7.43,107.1,0
7.35,89.4,1
7.9,89.3,1
6.42,98.3,0
6.54,86.6,1
7.79,112.6,1
7.25,94.5,1
6.09,60,0
8.31,94.4,1
5.3,84.4,0
7.78,75.5,0
5.73,81.4,0
8.89,101.6,1
5.46,119.9,0
8.15,104.7,1
6.92,90.9,0
6.63,106.8,0
7.19,93.1,1
7.63,89.6,1
6.1,82.7,1
6.18,73.7,1
7.65,94.2,1
5.29,102.4,0
6.42,98.6,1
10,93.8,1
6.03,85.8,0
8.15,109.1,1
6.41,80.2,1
7.51,111.6,1
7.65,85,1
8.13,88.7,0
6.8,78,1
8.99,92.5,1
6.41,114.6,1
7.23,107.7,1
7.25,114.7,1
5.88,107.8,0
6.71,83.4,0
7.16,95,1
6.57,88.3,1
9.44,120,0
6.16,82,1
8.18,113.4,1
7.86,113.4,1
6.99,127.4,1
6.13,93.9,0
6.23,110.7,1
6.48,134.2,1
5.21,90.7,0
6,77,0
5.52,71.8,0
8.35,110.7,1
7.62,71.8,1
7.79,94.4,1
7.59,106.6,0
7.17,102.8,0
8.46,106.4,1
6.39,103.3,0
7.11,119.2,1
7.75,85.7,0
5.68,89.8,0
10,88.4,1
7.03,112.5,1
7.14,113.5,1
8.26,106.8,1
7.91,117.8,1
7.04,82.3,0
7.13,125,1
5.5,122.8,1
6.44,111,1
7.52,126.7,1
7.44,75.2,1
8.22,92.1,1
6.88,89,0
5.61,110.8,0
8.06,84.2,1
8.44,111.4,1
7.9,120.6,1
6.84,110.4,1
8.04,104.3,1
10,85.2,1
7.12,87.3,0
5.69,118.7,0
6.41,111.7,1
7.63,99.4,0
5.4,93.7,1
7.17,69.6,0
7.38,83.9,0
8.54,128.7,1
8.31,80.8,1
7.86,102.8,0
4.84,115.1,0
7.92,81.2,1
7.71,102.8,1
7.26,114.1,1
5.27,100.2,0
6.22,143,1
5.83,75,0
4.98,115.9,0
7,97.4,0
6.2,111.6,0
9.63,106.6,1
6.83,89,0
8.29,103.4,1
5.43,72.1,0
6.47,109,0
7.1,104.5,1
6.09,109.6,1
6.58,115.9,0
6.78,105.5,1
6.77,102.2,1
8.86,86.8,1
7.38,89.3,0
7.48,117.8,1
7.54,121.5,1
7.61,96.4,1
6.92,100.7,1
6.68,86.4,1
7.17,117.6,1
8.16,110,1
8.13,129.1,1
6.76,86.8,0
7.77,94.3,1
6.81,103.5,0
7.03,109.7,1
6.53,96.8,0
6.82,86.9,0
8.34,113.2,0
7.09,110.8,1
7.14,86.3,1
5.55,120.3,1
6.69,117.6,0
6.76,102,1
6.17,101.2,1
7.02,108.3,1
6.57,87.1,0
7.08,100.5,0
7.12,67.7,0
6.04,113.1,0
6.6,76.6,1
7.08,122.6,1
8.18,95,0
7.26,96.8,0
6.34,90.6,0
7.4,95.7,1
8.71,121.3,1
7.92,62.7,1
7.55,119.2,1
7.73,105.1,1
8.44,81.9,0
8.08,83.9,0
7.57,125.1,1
8.07,85.8,1
5.92,82.7,0
5.5,117.1,1
7.16,105.1,1
7.07,85.9,0
6.46,103.2,1
7.83,84.6,1
5.14,116.5,0
6.47,115.9,1
6.52,108,0
5.36,105.4,1
8.49,126.4,0
5.64,100,0
6.41,82.3,0
7.91,106.7,1
7.65,131.3,1
5.89,84.8,0
7.68,94.6,0
7.29,106.2,0
9.33,99.2,1
7.4,85.3,0
6.86,116.8,1
6.14,134.8,1
6.26,102.9,1
6.17,86.4,0
8.37,76.8,1
7.02,103.9,1
7.57,116.6,1
8.51,107.1,1
4.64,100,0
8.28,91.2,1
7.06,83.6,0
7.44,112.5,1
6.17,113.7,1
6.24,76.8,0
7.49,123.8,0
9.38,108.6,1
8,121,1
8.27,79.9,1
6.81,79.5,0
6.4,97.8,0
6.22,107.5,0
6.51,126.9,0
4.95,110.6,0
6.28,96.4,0
6.44,84.6,0
6.82,118.5,0
7.13,85.5,1
7.36,124.4,1
6.99,95.7,1
6.42,123.9,0
5.04,110.2,0
6.42,97.9,1
6.03,92.2,1
7.47,94.9,0
7.91,106.4,1
7.94,101.2,0
7.76,91.1,1
6.87,97.5,1
6.48,101.2,1
6.25,68.1,0
5.49,106.9,0
7.99,85.3,1
6.83,82.7,1
5.75,74.7,0
6.17,73.1,0
6.13,79.7,0
7.04,89.4,1
8.07,129.3,1
6.65,92.1,1
4.75,102.7,0
6.81,106,0
6.84,102,1
6.78,98.8,0
6.37,82.1,1
7.22,121.8,1
7.07,127.1,1
6.98,74.8,0
7.41,84.6,1
6.57,95.8,1
6.51,85.5,0
8.38,107.6,1
7.56,89.1,1
7.83,132.5,1
8.23,117.9,1
7.53,103.2,1
7.93,115.4,1
5.42,116.6,1
7.2,91.5,0
6.82,87.8,1
8.68,101.2,1
7.93,112.9,1
6.37,102.1,1
7.37,76.3,1
7.17,88,1
7.45,98.9,0
5.98,98.9,0
7.36,129.6,1
6.77,79.2,0
7.28,107.6,1
6.28,122.3,0
6.41,134.1,1
8.17,93.9,0
5.95,107.4,1
6.02,108.5,0
6.95,102.9,1
6.23,98.5,1
6.11,106.5,0
7.11,62,0
5.49,110.2,1
5.99,101.9,0
9.05,96.7,1
7.46,130.7,1
6.25,89.9,1
7.42,94,1
7.57,129.9,1
7.99,87.5,1
6.87,91.7,1
7.98,97.8,0
4.96,112.6,1
5.94,103.1,0
7.16,80.6,0
7.33,92,1
6.09,90.9,1
7.26,98.8,1
6.38,106.4,0
6.72,106.3,1
8.02,73.4,1
7.91,116,0
6,103.8,1
5.94,120.8,0
6.59,106.7,1
6.97,116.5,1
6.34,107,1
8.04,120.2,1
7.35,107.8,1
7.41,98.5,1
5.73,134.1,1
8.17,113.3,1
4.18,108.6,0
7.83,80.9,1
7.93,80.7,1
6.57,104.4,0
8.27,102.2,1
6.94,90.8,0
7.06,102.1,1
7.34,123.8,1
10,110.4,1
8.34,82.9,0
7.7,98.3,0
6.09,87.9,0
7.14,94.2,1
6.19,93.8,1
7.82,92.8,0
7.14,81.2,1
5.88,98.1,0
7.08,91.6,1
6.15,60,0
7.15,130.8,1
6.14,116.3,1
7.03,94.4,0
7.75,100.3,1
6.95,82.4,0
6.61,125.4,1
7.2,128.5,1
7.7,102.4,1
5.89,115.4,1
7.26,102.6,1
8.32,79.9,1
7.57,93.8,0
7.06,102,1
7.64,93.2,0
7.45,96.7,1
7.75,98.6,1
4.98,98.8,1
5.45,100.8,0
8,84.1,0
5.49,89.2,1
7.4,80.7,0
6.65,114.7,1
6,68.4,0
7.35,117.3,1
7.2,120.8,1
9.11,95.5,1
6.38,61,0
8.44,94.6,1
7.35,99,1
6.34,84.8,0
7.8,92.3,1
7.57,123,1
7.04,110,1
7.27,86.1,1
6.4,76,0
6.17,95.1,0
7.76,96.8,1
6.78,107.4,1
6.92,92,1
7.28,107.7,1
7.27,129,1
5.57,112.2,0
8.29,99.3,1
7.12,97.3,1
6.8,94.6,1
7.43,117.7,1
7.24,90.6,0
7.77,100.7,1
7.54,100.8,1
7.72,92.5,1
8.35,79.4,1
7.88,104.8,1
6.84,99.1,1
5.88,107.5,0
8.67,92,1
6.76,118.3,1
6.53,86.8,1
5.26,125.7,0
7.34,73.8,0
7.15,106.5,1
5.48,107.1,1
7.45,88.1,0
6.5,106.4,0
9.69,119.2,1
6.43,66.7,1
6.56,107.5,1
6.13,62.6,0
8.28,85.5,1
6.63,124.4,1
6.28,91.3,1
7.71,82.4,1
5.62,97,1
7.63,131,1
8.78,72.5,0
7.57,84.2,0
7.64,122.5,1
7.87,127.9,1
8.71,98.4,1
8.21,81.4,1
7.44,131.4,1
7.9,123.9,1
6.11,110.2,0
7.78,87.8,0
5.99,99.3,0
6.63,97.6,1
4,105,0
7.4,121.8,1
6.36,113.2,1
8.11,83.8,0
7.39,120.6,1
8.12,104.7,1
5.92,110.3,1
8.04,122,1
9.11,83.3,1
7.76,99.5,1
7.79,92,1
7.17,76.5,1
6.48,105.2,1
7.76,137.7,1
5.49,72.4,0
6.58,99.5,0
5.23,109.6,0
6.3,101.8,0
7.64,98.3,1
7.51,80.5,0
7.05,103.5,0
7.17,88.6,0
5.11,67.2,0
6.63,117.9,0
6.32,114.4,1
6.34,100.8,0
7.6,103.4,1
6.14,116.1,1
6.4,103.4,0
4.91,113.6,1
6.71,95.5,1
5.91,119.7,1
7.08,104.8,1
6.05,102.9,0
7.1,80.9,0
6.86,104.3,0
8.67,87.5,1
7.5,90.4,1
5.16,87.8,0
5.74,84,0
7.06,131.9,1
6.07,120,1
4.03,128.8,1
8.35,81.7,1
7.72,101.1,1
7.52,80.6,0
6.39,89.6,0
7.43,86.2,1
6.3,118.6,0
7.2,94.1,0
6.08,116,0
8.52,109.1,1
5.43,134.6,0
8.23,77.8,1
7.04,118.9,1
6.51,117.2,0
7.17,85.4,1
7.73,115.1,1
8.37,105,1
7.31,96.6,1
6.11,87.6,0
7.06,89.2,0
8.82,130.7,1
8.35,100,1
7.91,111.7,1
7.8,88.1,1
7.7,88.3,1
8.16,116.2,1
6.54,79.8,0
5.64,93.8,0
7.07,100.5,0
6.18,101.7,0
5.94,97.3,0
6.28,105.9,1
9.49,110.4,1
7.14,111,1
7.36,85.2,1
5.78,95.7,1
5.16,117.9,0
6.18,113.4,1
8.44,79.4,1
7.33,105.3,1
7.6,70.3,0
7.74,100.7,1
6.41,128.5,1
8.39,85.8,1
6.37,87.5,0
8.41,111.5,1
7.44,76.9,1
5.21,90.5,0
6.25,108.9,0
5.22,90.5,0
8.16,96.5,1
6.98,111.2,1
4.77,106.3,0
7.38,104,0
6.46,94.9,0
5.52,105.6,1
8.68,98.1,1
7.11,106.9,1
6.71,92.5,0
6.6,97.3,1
5.49,85.2,0
5.7,99.5,0
8.28,87.8,1
6.53,83.3,0
7.02,103.9,1
4.96,103.2,0
5.68,111.7,0
7.61,93.5,0
7.38,106.1,1
8.75,108.3,1
8.34,106.7,1
6.77,87.6,0
7.47,102.2,1
6.68,105.5,1
9.05,100.1,1
8.15,68.7,0
7.17,102.4,1
7.2,133.2,1
8.44,94.6,1
7.58,89.1,0
8.56,105.6,1
4.81,104.7,0
7.46,117.9,0
6.48,81.1,0
8.76,111,1
8.55,108.9,1
7.03,97.9,0
8.54,105.1,0
8.78,115.4,1
7.07,113.1,1
9.47,82.9,1
6.97,112.3,0
6.79,99,1
7.87,101.1,1
6.65,101.1,1
7.09,97.7,0
8.41,117.9,0
7.02,98.7,1
5.3,83.2,1
7.37,94.1,1
6.3,102.7,0
7.87,118.4,1
7.7,109,0
8.47,87.2,1
7.91,137.3,1
8.09,104,1
6.33,119.1,1
7.8,97.7,1
8.97,108,1
6.31,112.6,1
8.8,118.3,1
6.45,115.9,0
6.15,113.1,1
7.3,95.3,1
7.72,91.4,1
7.91,105,1
6.04,114,0
7.43,96.7,1
6.31,116,1
5.51,121.8,0
6.07,86.3,0
6.25,87.4,0
7.52,97.9,1
8.15,104.6,1
5.53,92.1,0
7.35,120.3,1
5.82,106.4,1
7.63,100.6,0
6.38,78.5,0
5.95,80.3,0
7.8,104.2,1
6.41,68,0
6.68,115.2,0
4.78,97.6,1
7.95,145,1
7.82,134.6,1
7.01,97.3,1
5.47,98.4,0
8.21,114.9,1
6.33,125.5,1
6.55,75.4,0
9.31,73.2,1
6.3,90.7,1
7.74,108.7,1
7.56,107.5,1
7.39,116,1
7.28,82,0
7.38,65.3,0
7.27,112.9,1
6.95,87.6,0
8.51,69.7,0
5.69,102.2,0
8.02,111.9,1
7.82,98.2,1
7.7,93.1,0
8.12,97.6,1
6.91,94.4,0
5.13,79.8,0
6.93,89.3,1
6.01,107.8,0
6.27,104.8,1
5.76,102.5,1
6.52,85.1,0
6.4,97.3,1
4.62,67.3,0
7.7,102.7,1
9.22,121.4,1
7.61,77.9,1
6.8,91.2,1
6.95,104.9,0
6.58,118.8,1
7.09,93.3,1
6.96,89.6,0
6.16,70.5,0
8.68,101.6,1
5.51,130.6,0
7.72,104.2,1
6.9,99.7,1
8.9,104.8,0
7.34,99.8,1
6.64,87.8,0
6.75,112.3,1
7.04,103.4,0
5.86,100.3,0
6.23,85.4,0
5.22,119.6,0
6.08,110,0
7.09,91.7,1
7.3,115,1
5.02,92.5,0
6.86,88.3,1
7.56,88.6,0
6.84,73.4,0
6.37,107.1,1
6.59,72.5,0
6.46,81.6,1
6.36,68.9,0
7.17,98.7,1
9.31,97.7,1
6.26,95.1,1
6.68,84.4,1
6.95,82.4,1
6.31,107,1
8.1,91.7,0
4.63,104.7,0
6.47,86.7,0
7.82,102.7,1
6.71,119.5,0
6.18,108.8,1
7.44,93.8,1
7.91,103.9,1
7.21,96.4,0
6.2,100.1,0
7.46,95.1,1
6.6,97.5,1
7.75,103.2,1
8.48,85.1,0
4.39,84.8,0
7.11,79.2,0
5.26,76,0
9.44,81.7,1
6.53,102.4,0
7.75,86.6,1
6.96,107.7,1
6.2,100.5,1
6.08,70.5,0
8.59,109.8,0
7.96,112.2,1
8.94,85.1,1
7.06,106.3,0
7.29,87.2,1
6.73,101.5,1
6.71,81,1
5.96,73.1,0
7.08,94.3,0
6.21,98.1,0
7.44,94,1
7.17,82.2,0
7.29,94,1
8.68,104,1
6.96,99.3,0
7.76,102.7,0
9.05,89.9,1
8.31,117.6,1
8.15,82.4,1
6.69,107.3,1
7.23,117.7,1
5.68,107.2,0
7.5,97,1
7.27,92.1,0
7.02,115.5,0
8.03,78.7,1
5.79,85.4,0
8.63,94,1
7.9,118.6,1
6.93,105.7,1
6.85,85.5,0
7.48,95.3,0
8.52,90.8,0
7.1,89.4,0
7.14,114.7,1
7.02,79.4,1
8.78,124.1,1
6.63,112.4,0
6.97,116.4,0
8.46,93.1,1
7.15,97.8,1
8.14,78.5,1
6.09,92.1,0
6.79,107.4,0
8.48,119.4,1
6.32,83.4,1
6.85,94.5,0
7.26,97.7,1
6.01,79.1,0
6.59,108.9,1
7.11,89.1,0
7.05,97.1,1
8.28,93.2,1
8.54,88.2,1
6.14,99.9,0
7.11,96.8,1
7.67,94.4,1
8.52,89.1,1
7.72,104.8,1
7.29,124.8,0
7.67,102.1,1
7.67,114.9,1
6.07,79.1,1
7.19,102.4,1
8.46,83.5,1
6.79,77.8,1
7.13,88.9,1
6.76,117.9,1
4.69,114.3,0
7.02,103.6,1
7.3,77,0
6.49,97.1,0
5.85,104.5,1
6.12,102.6,0
7.76,72.3,0
8.97,86.6,1
8.38,99,1
5.66,108,0
7.85,67.1,0
6.34,97.6,1
6.42,102.1,0
6.54,112.7,0
7.71,110.4,1
7.96,108.7,1
6.9,88,0
6.92,71.4,0
7.46,94.1,1
7.57,115,1
8.18,120.9,1
5.72,110.7,0
7.02,106.4,1
5.93,105.7,0
6.95,91.7,0
6.77,98,1
6.95,125,1
6.2,85.9,1
5.51,124.2,1
4.91,95.2,0
6.87,119.9,1
6.57,78.9,0
6.32,108.8,0
8.32,88.9,1
6.14,78.8,0
8.42,103.3,1
8.62,115.1,1
5.05,87.3,0
7.09,77.5,0
6.6,98.6,0
4.09,98.7,1
5.56,108.2,0
7.77,114.2,1
9.02,99.1,1
7.9,127.8,1
7.32,103.4,1
6.98,94.8,0
8.68,75.8,1
9.15,96.1,1
6.41,95,0
5,114.4,1
4.9,106.9,0
8.32,82.3,1
6.95,102.6,1
7.18,110.1,1
5.21,122.9,0
6.25,113.3,1
6.7,111.4,1
7.21,100.9,0
6.6,105.8,0
5.96,118.7,0
6.22,80,0
8.21,94.8,1
7.24,88.4,0
7.61,105.7,1
6.1,118.5,1
4.05,91,0
6.48,64.1,0
6.13,93.8,1
7.35,113.7,0
10,108.1,1
7.7,106.4,0
9.74,95.8,1
7.57,80.8,0
6.37,107.7,0
7.35,87.5,1
8.78,132.8,1
8.83,108.6,0
6.42,91.3,1
7.25,90.8,0
5.57,98.6,0
7.82,96.4,0
8.55,116.8,1
7.04,102.8,1
6.33,89,0
7.36,128.4,1
7.42,100.7,1
7.08,111.5,1
7.18,90.9,1
6.83,105.4,0
8,104.7,1
7.74,71.7,0
6.02,130.2,1
5.99,119.4,0
6.75,94,1
7.74,83.5,1
7.15,105.2,1
6.36,101.3,0
7.26,105.3,1
6.67,102.9,0
7.88,107.6,1
7.33,121.7,1
6.68,108.5,1
7.23,84.3,0
8.32,120.4,1
6.43,124.6,0
7.4,145,1
6.93,83.1,0
7.43,103.6,0
6.35,68.8,0
7.11,108.3,1
8.11,91.8,0
6.06,128.9,1
5.67,88.4,0
5.71,74.7,0
5.83,92.9,0
7.6,70.4,0
5.59,111.3,0
6.7,69,0
7.62,100.4,1
7.42,68.8,0
6.61,95.2,1
7.19,124.7,0
7.11,105.4,1
6.78,87,1
6.79,99.5,1
9.24,100.3,1
7.81,107.1,1
9.48,79.5,1
6.5,108.9,1
6.92,60,0
5.67,90.6,1
6.19,92.7,0
8.9,109.5,1
6.48,100.3,1
8.92,78.9,1
5.76,85.2,0
5.95,103,1
6.66,98.8,1
6.94,91.3,1
7.92,92.8,1
7.45,110.4,1
6.58,92.2,1
6.87,98.7,1
6.68,132.5,1
6.09,78.6,0
6.11,72.2,0
8.03,111.8,1
5.17,89.8,0
8.62,95.2,1
6.66,88.3,0
6.23,96.1,0
7.74,124,1
8.49,112,1
8.12,112.9,1
7.5,78.8,1
8.09,82.7,1
5.28,60,0
6.48,87.9,0
6.09,114.4,1
8.22,107.8,1
6.62,96.7,0
7.85,99.7,1
7.54,89.7,0
6.14,103.1,0
6.41,111.5,0
8.29,75.8,0
6.22,104.5,0
7.12,114,1
6.22,93.8,0
6.69,110.5,0
6.95,142.2,1
6.22,98.4,0
6.04,105.9,1
7.29,88.9,1
6.16,102.7,0
6.19,106.9,0
6.06,102.9,0
6.92,84.7,1
7.94,103.1,1
8.51,121.9,1
6.27,106.7,0
9.15,114.4,1
6,96.4,0
8.08,111.2,1
6.28,104.2,0
6.13,85.7,1
6.26,104.8,1
6.95,85.1,0
7.58,90.5,0
7.67,102.8,1
6.06,104.5,0
6.01,82.2,0
6.08,115.8,1
6.89,108.6,0
6.79,89.4,1
6.05,76.9,0
7.27,97.8,1
9.26,93.3,0
6.5,101.7,0
6.57,94.6,0
7.56,69.9,0
6.44,94.2,0
7.67,95.4,1
6.28,109.5,1
8.83,89.5,0
7.34,125.2,0
6.38,71.3,0
6.41,119.7,0
6.49,96.6,0
8.37,112.9,0
5.73,101.2,0
6.33,117.1,0
6.44,94.2,1
6.98,83.5,0
6.73,121.3,0
5.51,98.3,0
6.6,103.3,0
6.9,118.5,1
6.37,84.5,0
7.69,108.9,1
7.92,91.2,1
6.92,98,0
7.23,101.1,0
4.84,77.5,0
6.58,88.3,0
8,120.3,1
6.58,113.3,1
6.26,99.1,0
9.28,103.6,1
8.82,95.6,1
7.47,120.3,1
8.14,97,1
4.77,103.5,1
6.21,117.2,0
6.53,88.3,1
6.76,123.4,1
6.51,77,0
4.45,124.4,1
7.39,94.4,1
7.54,96.4,1
8.6,71.6,0
6.21,93.2,1
6.13,84.4,0
4.32,90.9,0
6.71,97.9,0
7.9,114.4,1
6.39,103.1,0
9.14,104.6,1
6.74,83.6,1
7.15,86.8,0
5.64,127,0
7.29,89,1
5.02,124.8,1
7.69,96.4,0
7.72,100,1
8.36,116.1,0
5.98,119.1,1
7.16,98.3,1
7.56,94.2,0
7.44,99.2,1
6.13,105.1,1
4.61,113.4,1
7.35,100.1,0
6.85,109.3,1
6.43,124.6,1
7.76,105.7,1
6.96,104.7,1
5.68,77.2,1
5.07,60.5,0
5.87,105.8,0
9.39,98.6,1
7.72,92.3,1
7.19,103.7,1
6.82,99.1,0
6.75,116.9,1
8.17,101.3,1
6.51,88.8,1
7.58,114.9,0
6.65,96.7,1
8.94,107.9,1
7.74,92.8,0
8.25,90.3,1
6.42,101.3,1
8.06,100.2,1
6.69,107.2,1
7.11,96,1
8.64,72.5,1
5.96,93.5,0
7.2,111.9,1
7.44,95.5,1
7.52,96.3,1
6.55,114.8,1
9.09,89.3,0
5.71,76.9,0
8.46,97.6,1
8.22,92.7,0
8.9,85.5,1
5.41,97.4,0
6.13,107.4,1
8.49,99.9,1
5.12,104.6,0
5.39,127.2,0
6.51,94.9,1
7.19,104.2,1
8.59,92.4,1
6.81,87.3,0
6.39,91.2,0
7.31,92.8,1
7.47,105.4,0
7.44,135.2,1
6.82,89.3,0
5.04,93.8,0
6.08,99.1,1
8.42,105.9,1
7.19,104,1
6.68,119.3,0
8.12,63.6,0
5.87,64.2,0
6.77,92.6,0
7.14,116.5,1
6.56,76.5,0
7.1,60,0
6.81,108.6,0
5.6,103.7,0
7.18,83.6,0
5.67,85.2,0
7.17,85.5,1
8.37,101.7,1
6.72,90.6,0
5.83,107.4,0
6.87,60,1
6.17,87.1,0
7.59,83.1,0
6.85,96.2,0
8.71,91.9,0
8.16,112,1
6.85,72.1,0
7.72,100.7,1
6.61,108.4,0
7.03,127.8,1
6.64,92.8,1
7.77,104.9,1
8.43,72.9,1
7.8,64.1,0
7.92,112.7,1
7.92,99.9,1
7.55,117.7,1
5.86,79.4,0
8.7,107.8,1
8.8,128,1
6.77,106.3,0
6.63,104.1,0
7.61,100.1,1
7.55,76.4,0
6.8,120.3,0
5.75,90.8,0
7.31,107.6,1
7.55,76.6,0
7.73,82.3,1
7.35,121.5,1
6.73,94.8,0
7.99,121.8,1
7.07,98.8,1
6.54,72.4,0
6.82,113.4,1
5.25,91.2,0
6.82,110.5,1
7.69,100.4,1
7.34,76.9,0
8.52,102.5,1
6.74,132.9,1
7.49,107.4,1
7.79,99.1,0
9.34,116.1,1
7.14,103.2,1
5.96,103.1,1
7.85,83.6,0
8.87,103.5,1
6.68,115.5,0
7.84,87.5,1
8.23,121.4,1
8.02,98.6,1
7.13,86.7,0
6.3,115,0
6.92,95.7,1
7.46,111.4,1
7.91,95.6,0
7.33,99.1,1
6.62,107.4,0
7.56,104.4,0
7.86,70.1,1
7.38,83.2,1
6.16,113.9,0
6.82,98,0
7.95,92.1,1
5.62,79.6,0
4.91,83.8,0
8.51,69.7,1
7.51,98.5,1
7.61,91,0
5.92,85.5,0
7.74,99,0
7.28,105.5,0
5.42,131.4,0
8.42,77.3,0
7.16,117.4,1
6.6,114.6,1
6.62,88.3,0
4.98,103,0
7.59,93.1,1
7.26,102.8,0
6.81,122.6,1
